linkid,click_sum,pageview_sum,click_rate
0573bb42-c269-50b6-b827-e3abd012c902,2,2,1.0
05d06d34-edee-5806-9bbc-228b100ab528,1,1,1.0
05efb4a2-2100-4629-b83f-c9eb3eebcdd1,6,10,0.6
060360a9-d9db-5081-a6e6-74e4e291ff4f,1,2,0.5
0634f1b7-c477-4372-9031-8e892451da1b,30,62,0.4838709677419355
0642346f-16f9-5e4d-a858-e054e86f4aca,1,1,1.0
06582d8a-5a00-4092-b8c6-47b34cae4b35,4,6,0.66666666666666663
0669578d-bbab-5662-ae01-bdf079f2e078,1,1,1.0
06ceb55a-01df-5506-8891-44060a44c3d8,1,1,1.0
06dc18f9-7d6c-480a-a6f9-282bcdbb213f,65,146,0.4452054794520548
071a4017-ac21-5ac8-8d82-b9b2414aca18,2,2,1.0
07448f23-2b2c-4066-aca1-ef0f87bce5be,6,8,0.75
07795e7a-43af-59a8-990b-38b11b4d52aa,1,1,1.0
07d0ea9b-5757-5835-a081-1ef22f784ca4,1,3,0.33333333333333331
080bd014-e8b5-459c-9c84-3544915fd897,1,2,0.5
0858b629-b2c6-5ed0-9994-ba25c893f67d,1,1,1.0
0888422e-3f91-5610-9764-78fa2a313c28,1,1,1.0
0893253b-8b9b-5536-b984-89d8e404b0b0,4,5,0.8
08ae7e78-e604-5bc6-9de5-e483a81cc3d8,1,1,1.0
08bc2f1c-5c52-4616-acbd-de4e7a62c7bc,39,57,0.68421052631578949
08d7eaff-db67-5bdb-8f08-da37a5cf82d0,1,1,1.0
08f2fa0d-7f49-4dc6-af22-f224d729d25b,16,62,0.25806451612903225
08f4fa3f-000c-5532-b070-767f0cb8f716,2,1,2.0
0902372c-d99c-5cb3-b4c3-b7556c2631ee,2,2,1.0
09143c07-50e6-4002-907f-e656c3a46213,22,41,0.53658536585365857
0970f64a-3daa-5278-a39c-8556e0fdd896,1,1,1.0
0994cd97-55dd-54fe-aa83-b146d7ab9fe2,3,3,1.0
099df441-44c7-5055-90a1-acbe3e6e4808,2,2,1.0
09b7d0dc-cb70-509e-923f-afd7250649f6,1,1,1.0
0a097395-76f1-4628-8fb9-d7759f035dab,1,1,1.0
0a2104e0-fd1b-5651-822b-2ad16715e161,1,1,1.0
0a45dd4e-74f4-59c8-8993-001676119061,3,2,1.5
0a9e00d1-6203-5543-bd74-250c8a80fd94,1,1,1.0
0aa8f3ab-f16d-5da3-8dea-a8e0e70b5054,1,1,1.0
0abe764a-da5a-4dcf-a7a1-05ce0df42b16,43,87,0.4942528735632184
0ac3e962-cc59-55d4-b77d-fe1ea909a4f0,1,2,0.5
0b07c331-27c6-5fbc-aaba-80ee5ae8f74a,2,3,0.66666666666666663
0b11c6cf-30ef-58ef-bbd8-e0579b54bc81,1,1,1.0
0b185afc-8679-4086-a243-b6c72e1454f2,1,1,1.0
0b343874-b772-41ca-9d6d-4163935d4759,1,5,0.2
0b6a19c0-a832-4275-96b4-4de302b6cb4c,86,215,0.4
0b896507-26b0-513d-bee9-b6e70aad9e07,2,2,1.0
0ba47c5e-c74d-5748-8f9f-75352b4bdae6,1,2,0.5
0ba51827-8aab-4994-8bd4-b7967ba088e2,1,1,1.0
0bd83769-2b7c-59ea-a798-d20791933f9b,3,4,0.75
0c0114cc-6ede-5161-8fa7-5245c206bc9d,1,2,0.5
0c0c3f32-07eb-55bc-8579-0d94491d4aff,1,1,1.0
0c197c54-ad5d-422f-8880-6f4a98908331,15,51,0.29411764705882354
0c1bc920-b341-5136-9e99-fa8c913f64c3,1,1,1.0
0c1c635a-ad29-5319-8c40-469a3dad4f24,1,1,1.0
0c460888-c74e-5688-8f00-8ab897d13368,1,1,1.0
0c5021a1-5f08-42c1-ba6b-20a0cf34219c,1,2,0.5
0c6e1bb2-dd35-5533-83b8-0afbee39e385,2,3,0.66666666666666663
0ce98fe5-0e98-5d9d-8be4-8b379d9312c1,1,1,1.0
0d28cbce-0802-5edf-b87c-09f43357544d,1,1,1.0
0d360476-0595-5152-8295-50c857860072,1,1,1.0
0d5204a2-5f3e-5a16-9c05-b312bb8a9ea5,1,1,1.0
0d6d8bfd-6d11-5b2b-8d8b-8a07dc98defc,3,4,0.75
0d784c57-cd64-53b7-9c40-162f0de63dd3,1,1,1.0
0dd50d8e-6249-4500-9cea-8b5b4048c272,18,33,0.54545454545454541
0de63705-8747-52ca-87ed-89a87c0cd92e,1,1,1.0
0dee521b-5a10-53c5-b669-8ab4729ff26d,4,5,0.8
0df4dd7f-b226-5b6d-b9fb-15f770f0797c,1,1,1.0
0e00a99f-0ae7-4705-96b9-a26f1083e789,8,16,0.5
0e46d6cc-b296-518d-a545-c5ba9ce7e022,1,1,1.0
0e5d37a4-f2f6-521d-b252-77bcd6dbb774,2,3,0.66666666666666663
0e839351-281f-5d83-85da-5293598dab8d,1,2,0.5
0ea9f8bf-a144-42bd-a7b0-124e73914da4,20,56,0.35714285714285715
0ecfeb63-4c7a-4999-8da3-ad7dff007bac,69,240,0.2875
0f2d718f-23be-59cc-8c1f-e5b2fecde520,1,1,1.0
0f4ff74f-5e22-5de3-a08a-b82763291fb4,3,3,1.0
0f737ba8-48f0-4eb1-b29c-01b082e75872,96,224,0.42857142857142855
0f754f8f-9b67-57c6-bb8a-ba9d4c29391c,1,1,1.0
0fa84e18-0672-5e5b-8c18-9978203a78a9,1,2,0.5
0fb122ac-3f25-50f0-8d68-7f247ce49cfc,1,1,1.0
0fc9d75d-277f-5c22-9066-0ecb554d508e,1,1,1.0
10386e19-e6bc-50aa-bf7a-5332f3251fcb,1,1,1.0
10494209-a550-5037-8eab-a6b4d7c06299,1,1,1.0
10ec9b91-818c-4b44-a04d-7a058957ee17,115,236,0.48728813559322032
10fe34db-7a1b-4078-b5f5-60c280e1dd4b,9,26,0.34615384615384615
1103b3b8-ab01-5da9-a9aa-d6c890ba97a4,1,2,0.5
1126cf17-5324-5e53-9de9-7b6fbbae9b74,1,1,1.0
113c158a-fdb4-540d-a94d-4544d1a6f5e7,1,1,1.0
114e0c9e-ef04-52b6-a338-be592dc7bb97,1,1,1.0
114ff7ed-e60f-5e5e-9729-f7d72f78985e,1,1,1.0
11539f47-fa9f-5a96-8ec1-fa16161f1d63,1,1,1.0
115d5db6-e7f5-56af-acbd-7fbf717e1db4,2,2,1.0
1168825b-ddf4-5ec4-8b89-322372ce1341,1,1,1.0
116ad333-136f-5d5c-80e5-41655a8d5536,1,1,1.0
119420d2-6777-5be9-a4be-bf57b4249afc,1,1,1.0
11a53c3b-2d0c-5259-9778-0c0934fb2d2d,1,1,1.0
11fd2567-9cd4-536b-8b94-92bc50114caf,1,1,1.0
11ff7d38-053c-5ae4-aea3-66b10b79cd78,1,1,1.0
1200ca9c-3b27-517d-b6b0-6056862cbaf2,1,1,1.0
1210448a-5857-4b98-86d1-5cf4bb993a08,138,369,0.37398373983739835
1219b9dc-a16c-4fc1-8b38-7a3bcab8f7ac,3,2,1.5
121e8ab6-d3c7-5d38-bf4d-6778c25d5c18,2,2,1.0
1243a258-f5fd-56d0-b25d-1531a5cc04eb,1,1,1.0
126ea6ed-dabb-5f3a-8d8c-2032dd875b02,1,1,1.0
1273aa02-f177-50a2-873a-21df8b51cddb,1,1,1.0
12d4df61-a1ac-4078-b420-af3697c2bcd3,4,9,0.44444444444444442
12dc14de-274b-504a-b448-7be07581002c,1,1,1.0
12dd85fd-2079-4dd7-bba3-c4d771a5f774,1,3,0.33333333333333331
12ed8b6a-7f2f-5b20-a046-39cca2067afa,4,2,2.0
13280f2a-486f-5544-831d-643597ec4b4c,3,4,0.75
132c744a-d87b-5ed6-aff2-d9b8c718a4ea,2,1,2.0
1343b256-77a6-5681-b878-59d2bd65befb,1,1,1.0
13549cb5-e86d-4be5-b7a4-90d61541f869,3,4,0.75
1379d216-cb93-5bda-98ab-fb5684412ec7,1,1,1.0
1385a471-409f-5a62-ba61-ea3a494dbc4a,2,3,0.66666666666666663
139cfcac-d520-5033-92cb-0ed219f6df88,1,3,0.33333333333333331
13b28cbf-2237-55da-a8ae-e9cfb1947a0d,1,1,1.0
13df9cb4-10ce-528a-9cb3-da5c63f352d3,1,1,1.0
13fb93c6-a2c4-5622-89bc-5513cb00846a,1,4,0.25
14393346-781a-53c7-b9e2-a5333868c181,3,2,1.5
14436935-4694-5e67-98c7-3b4c0b2fb6da,2,2,1.0
14553f1b-23ef-5f81-a6e2-fdbdcc8195de,1,2,0.5
148b3e93-4472-5e87-917c-4ad909cb9a00,1,1,1.0
1496f74d-bae3-53ea-9b37-0d7015c75625,1,1,1.0
14b0cfb0-4724-54c2-8fc4-7f4032c8e1e7,1,3,0.33333333333333331
14d5ed2d-016c-5387-9382-b905e4dfa130,1,2,0.5
14eaf4d7-4a8f-5a1b-a090-13bc944f607b,2,2,1.0
151ec2cc-2538-5738-b77c-29516952f85f,1,2,0.5
15289c83-9cdf-5de3-8cad-9da3cdc202a5,1,2,0.5
152b4e4b-930b-5b2e-a31a-b2d10e33dc61,1,2,0.5
155bc949-1b8f-51a3-af40-1e88f8dc90cf,1,1,1.0
1568e802-ad07-4f17-9452-8482155ea567,6,7,0.8571428571428571
158f4530-b80e-5a1b-a085-697811915683,1,1,1.0
15b8eabd-a452-5789-a5c1-fad24dd768a3,3,4,0.75
15d50f7b-6e98-5e20-ae60-2cfc80d9dac1,1,1,1.0
16086160-82ff-418a-bdc5-ee35985c059d,20,37,0.54054054054054057
16094f15-0713-5e6d-a4d6-de1f2f68cda2,1,1,1.0
163469be-f077-542a-8216-8a52bde030b9,1,1,1.0
16470d85-f471-562c-a25f-4bd86fa4ac4a,1,1,1.0
165ba80c-1745-5872-bf94-37080c74105e,1,1,1.0
165ee0c1-f116-42e4-818d-e22250077010,17,37,0.45945945945945948
16a5800c-7411-5786-8a56-d50c36da28bc,1,3,0.33333333333333331
16bc713e-71a1-4861-b2ca-944f1873a52c,1,1,1.0
16bd7b47-51ba-5dd4-bc9e-d7ea6c8fdde5,1,1,1.0
16c54ced-60e7-43f4-abd2-19477ffe8ffd,1,1,1.0
16e9f7e4-309d-5474-98fb-983d819e4546,2,4,0.5
16fb1e6d-1d69-45d0-a8f5-7c6325f611d6,11,26,0.42307692307692307
1700e643-5185-407a-aca7-54054419bc4c,7,10,0.7
17166a68-2f94-509e-9576-52b75f7f2c52,1,1,1.0
17303bcc-3d59-5eb2-8a0d-0c41f67fc7b9,2,5,0.4
173fee7a-9f69-5974-9d52-5368ab0e4090,1,2,0.5
174891b1-c599-509e-afe6-3401603a365c,3,3,1.0
174dff54-673d-5e2d-8733-6b82b7c6a228,1,1,1.0
1770d48e-9388-584d-87c2-c7f1ba1a7b97,1,1,1.0
1770ed60-e1e9-5e35-ba0f-cd0f10cc8759,2,3,0.66666666666666663
177656c8-73c3-5c4f-9b54-2a387e6f153e,3,3,1.0
17bb39dd-e13c-5d76-8f29-dec84d05bd3e,1,2,0.5
17bfad03-f24a-5e3f-9102-2ebb734fdcd3,1,2,0.5
17caab8b-9737-5baa-97b9-62de7e3b5ce6,1,1,1.0
17f88f13-7bfd-5730-bf65-e4dc0d3d648f,1,1,1.0
184041ab-9c90-4c29-8b6b-6ac2261be2d3,307,870,0.35287356321839081
184d8f9e-1372-556d-a921-0b63b27ebc08,2,3,0.66666666666666663
18568c2f-8624-5f57-8f11-b08c1ad32350,2,2,1.0
186bd3cc-ee24-4659-9bd4-6e04c17203d7,4,24,0.16666666666666666
18b21ae3-043e-55e2-a0fe-abe3858632a0,2,2,1.0
18d7d724-fc52-5668-92fa-887a4af153c1,1,1,1.0
190c7170-4044-4c97-9709-926917155b02,878,2225,0.39460674157303371
19280c18-ef7c-56ce-945c-6c7dafd80bf8,1,4,0.25
1928de02-a60d-5f24-b6e2-19c49cf29c43,1,1,1.0
192e0e60-20d7-5a83-97ee-735798ddf8fb,1,2,0.5
193a347e-bede-58d4-9d58-1000cb2ce332,1,1,1.0
1941806b-0030-5a07-9202-0eb097eb0555,1,2,0.5
1962cfda-fbbd-5574-8403-acbee8220891,2,6,0.33333333333333331
199dedd7-4eeb-40f0-8fe6-7444d4650ce6,11,30,0.36666666666666664
19a01f84-54f3-537f-966a-c48c28a90ff9,1,1,1.0
19c9ea97-9206-466b-864b-2c27e718ddb5,15,24,0.625
19db9726-48d7-41b6-9651-55c35ef0aa90,1,2,0.5
1a27b2d3-ca3d-54c7-a543-c873b91bf54c,1,1,1.0
1a596849-21f6-5228-abc3-c4c9c4676b1b,1,1,1.0
1a80febe-88fd-4529-bc1c-40bd88b25f5b,1,7,0.14285714285714285
1a8a4c5a-1b4d-4ea4-b6e3-46fdd049c885,17,84,0.20238095238095238
1aac786b-0fcc-5399-9197-20d0e5928406,1,1,1.0
1ab371a7-3dc5-4b62-8181-b919de7385ac,1,5,0.2
1ac7c30d-1c21-5135-bd91-beb7af3bdac1,1,1,1.0
1acdd83e-aa25-571f-ab03-86ffdf8cae78,2,5,0.4
1b03f4b4-bc97-5970-b180-7a4434030395,1,1,1.0
1b0c6352-5a28-5dfd-9942-dbccde35cc06,2,2,1.0
1b1ff98a-5a29-4e1a-be8e-f453e99bbd28,2,2,1.0
1b2b2386-48c6-49fb-b29f-0f3f03f3d0d7,5,9,0.55555555555555558
1baf056b-12fa-52cb-966c-7b6e710382de,1,1,1.0
1bd25fd4-4025-463d-867b-664b6ce8aac2,1,3,0.33333333333333331
1bea6344-77a8-53e4-85e3-b351b621e6a5,1,1,1.0
1bf06ac7-1ae0-47ca-95bb-457265ceda75,1,1,1.0
1c1af346-406f-5ff7-8623-08877b7a89c0,1,1,1.0
1c2fa0a1-11d5-508f-8155-32a442eb6f77,1,1,1.0
1c6360c4-20f2-50c2-9c2f-5c3c3a563bb3,1,1,1.0
1c7a22a2-6a58-4f9b-a615-5e05fa8cacc0,21,90,0.23333333333333334
1c80d91e-9726-56df-a194-b15324dd7afc,1,1,1.0
1c86d07c-21a0-54da-b422-b88ab383abbf,1,1,1.0
1c8a5b10-2798-588d-870c-2723f75f66be,1,1,1.0
1c9141c9-ee51-5666-9131-09355e80bb6b,1,2,0.5
1ca4bfd1-f592-5473-978b-05562ea34f65,1,1,1.0
1caa5600-4e7e-5e19-a320-9ea955ac19c9,1,1,1.0
1cbbfe20-9290-4fd1-9638-fe4bb2ff283c,2,8,0.25
1cc34c6c-d447-5fbf-8e46-2b2f5d646509,2,2,1.0
1cc86c2c-06c6-41fb-8d72-100669f98b4e,1,1,1.0
1cd31157-3700-5a4b-bae2-3358da60bdaf,1,1,1.0
1cded359-7b54-4086-987e-4cae307a446f,174,404,0.43069306930693069
1d163a2a-81df-5561-bb85-a02a33dda89d,1,1,1.0
1d166e49-0c0a-4fca-9456-1b3ebf57ffad,102,215,0.47441860465116281
1d2081c4-3345-5e80-a5b7-247f23450e06,1,1,1.0
1d5b0367-27c2-516a-b9b6-f1eeccfc87bb,1,1,1.0
1d6148b6-209b-4739-ae75-5e538e47762b,11,22,0.5
1d6aadb4-b1e1-5dbd-879d-962bd10a9e62,1,1,1.0
1d6e5400-93fa-4e4b-8e1d-cb00080b8cff,6,39,0.15384615384615385
1da39df3-cf08-53d5-b8b2-b3bcee59c131,1,1,1.0
1da6d2aa-f688-520d-8ad9-6e3d9f25031e,1,1,1.0
1daa786c-8675-486c-8789-e6e8af73099b,47,103,0.4563106796116505
1dd1ad42-d4cf-5828-a17e-fd3cdb2a921d,2,3,0.66666666666666663
1e0008c6-4331-5285-a1ed-9a545cc181cf,1,1,1.0
1e1216d7-79e8-587e-abc2-09d9c6b70160,1,1,1.0
1e2233ea-e652-55f3-9e6f-f7c5bce6fc76,5,7,0.7142857142857143
1e39d2ba-1f10-52b9-bb01-fb03fc2c17c0,1,1,1.0
1e4401a5-d0ee-5021-9ee0-5f3560b609c0,1,1,1.0
1e4610cb-0303-5316-a75d-a867ed5044b5,2,1,2.0
1e7067e9-dc74-5cce-a80b-f80d99c3a7e3,1,1,1.0
1eaa5fdc-12a7-5358-821e-deea4c8d46d1,1,5,0.2
1eb5cfa8-3ec7-5d86-97d7-cf1aaf602af7,1,1,1.0
1ed22e71-e3b5-5d3c-b732-584fe66f721c,1,1,1.0
1ed80dce-b4ed-581e-9fe3-109629b86e0f,5,5,1.0
1ee340d7-5720-5c95-a9ba-347973b1fd21,1,2,0.5
1f17a6a3-fbfe-4420-a330-d1064cd61ff6,3,14,0.21428571428571427
1f1a8fd2-a797-5b94-859e-f942c78ba304,1,2,0.5
1f2275a9-9a72-513e-9abe-4e11512f2a32,2,1,2.0
1f2f18e4-76dc-5bc9-8e06-dcf4313f233d,1,1,1.0
1f3ad397-7d56-5c79-a8d7-d980ef7f38d4,2,2,1.0
1f43a949-9e18-5e40-b138-18d76034f79c,1,1,1.0
1f6d179b-64b7-4f6c-9688-be3f27a58c52,12,23,0.52173913043478259
1f7c5701-73db-4fcc-88f5-c30e60f1e0c4,3,4,0.75
1fca9fbd-4919-5fcd-8caa-88d04532da33,1,1,1.0
1fd43f82-c08c-5451-a821-bbb2457d7cde,2,2,1.0
1ff6348a-40bf-56ac-aa0d-60c2658f3696,1,1,1.0
200a5de0-b145-5143-849d-30e4ab0fd8da,2,2,1.0
2016a0f0-f1c0-52ee-975b-e31f4cf005f4,1,2,0.5
205a19ca-133e-52a3-96f3-4c4b4e1f1436,3,8,0.375
206a3529-7c13-5735-8789-7d6ffaebab50,1,1,1.0
206ea268-516f-5918-8111-c53f25215a15,1,2,0.5
207aed74-4ede-5612-9632-c96ad456ceca,1,2,0.5
20912e90-612d-5049-91b7-87ed0549c62d,1,4,0.25
20b4abf6-577c-591f-9bed-d2f6b78b12a4,1,2,0.5
20c6481c-8770-4ca9-82be-01c4746a118d,8,20,0.4
20cfb14b-264d-5a51-8ef5-0fb2b51f6bd7,1,1,1.0
20e66c20-1606-597f-a78d-d62bdb7d97b3,2,2,1.0
20e69541-3844-4240-9ed7-2ab51f188907,19,31,0.61290322580645162
20fffa24-ca8c-53f2-b68f-a8e038e11329,1,1,1.0
216ad2c6-198a-5540-8d29-436b588f8af6,1,1,1.0
21d82aca-db42-5c14-b774-7d24030adbec,1,1,1.0
222e4e15-4fa0-559d-963e-9cbc72d28749,1,1,1.0
2239da55-e1f9-530b-8b43-d2426ad7667e,4,5,0.8
224139fd-a7d9-4fc6-b4c4-7dcc94ac3b07,13,40,0.325
22515bd5-9825-5837-bb62-1f685362a594,1,1,1.0
2297287e-8aae-4caa-b79a-86c66152f736,1,1,1.0
229f278b-f052-57e7-813d-15d25f226723,1,11,0.090909090909090912
22b7adaa-d1ff-4824-a947-db5d2f52cdce,9,22,0.40909090909090912
22d4b615-7673-53d6-8582-5df2c9b56150,1,1,1.0
22f846b0-c646-480b-b004-1376120d1c93,4,9,0.44444444444444442
22fd78c1-9c21-5bc3-b26c-ba998e38ee58,1,1,1.0
23199824-9cf5-4b98-942a-34965c3b0cc2,1187,3532,0.33607021517553792
2329eaa7-36b6-5d9f-a540-f69b6414a840,1,1,1.0
2329f4d9-a7d1-56d5-8dc1-6c6cb58fe8fb,1,1,1.0
232da115-a51f-5f16-9480-e2797bb59bd0,2,3,0.66666666666666663
232f1d36-89be-5e87-b9fc-88d395b65138,8,20,0.4
234a46f3-cf12-422c-9a09-790b070dce57,1,2,0.5
236f20de-1c6e-5cbd-8df5-51dcdca7bfb3,1,2,0.5
23a30855-ff52-4cdc-8681-f305883552a2,3,12,0.25
23b33b53-e4f7-556f-86e0-2560f54880cd,1,1,1.0
23b78177-126f-543d-aa85-6ebecf0342fa,1,1,1.0
23e5ca95-a514-4fad-91fa-faacc4f41142,137,446,0.30717488789237668
24171ef7-6aa1-520e-8775-c56d06db298c,1,1,1.0
246b7a4c-3866-4eb2-a0bb-931c0fca7899,419,776,0.53994845360824739
247e8948-ec13-5252-aafa-e1443633c03c,1,1,1.0
248cd617-fede-506e-b94c-2623ec61f826,1,2,0.5
248fca8f-bacc-5b84-ba63-25e6499f7d9d,1,1,1.0
249bfa62-18e7-5ddd-b7b4-d2b1722d556a,1,2,0.5
24c1be8b-2aca-5672-8292-800715ac5469,1,1,1.0
24c9b3a5-3595-5d59-8a1a-42e4d41a63de,2,2,1.0
25516f4d-f721-5ee0-93bd-b3d683807dbb,1,1,1.0
2563767f-1554-5472-80ec-e88f7131ab17,1,1,1.0
256ad2d7-8488-5279-a64f-c808f45791d1,1,1,1.0
257d7371-49aa-57ea-83e0-c244b9dc348e,1,1,1.0
2582fba3-8f1c-5549-acca-0ccd971bd56e,1,1,1.0
25adeb31-0d59-53dc-af83-d5956f736eec,4,5,0.8
25d8c9ed-cdf5-56c3-808a-a6badbe43ac0,2,3,0.66666666666666663
25f0ad08-ad42-55ac-ad77-6413bc555028,1,2,0.5
26386736-f319-57ee-bc76-178a34b4ccb3,1,1,1.0
263d9e11-4bf4-5518-9c57-cea01e62d6a3,1,1,1.0
265cc981-71bd-440c-a738-118a0f8cf12c,150,270,0.55555555555555558
2665a727-2ba1-564b-8a8f-af7c4d1a9920,1,1,1.0
266fd1f7-e06b-5a61-a5b4-6a73a8761878,1,2,0.5
2687d459-e13b-584a-9ea7-cb9e7984e885,1,1,1.0
269a0f5b-233a-4ea9-87e5-c3218cd82a33,175,309,0.56634304207119746
26a47679-59a6-5908-bd6d-98dcc7000573,1,2,0.5
27045276-900a-5f66-bb3e-65f7132ab09c,1,1,1.0
272d0543-53f1-5f42-8c67-568eb7841b18,1,1,1.0
27440482-9f0a-5235-833f-59c1b11c03ba,1,3,0.33333333333333331
275bab3b-16d4-40a7-a674-bf6c7c5f96de,248,461,0.53796095444685466
27670eba-7706-5c3f-b890-35af99fee2f9,1,1,1.0
2788f9a0-598d-5ae0-8dbf-1298efc1c29a,2,3,0.66666666666666663
27a2728c-48e1-5dbe-a4fe-62393149101d,1,2,0.5
27a91fe1-9fc0-5c28-9e9e-19ff0e7357a7,3,1,3.0
27c6ad2e-f5b0-4584-a803-33111b48d48d,1,7,0.14285714285714285
27d5faeb-c156-5d2d-8ece-4d9de62449b8,1,1,1.0
28000198-2f04-5b54-9230-8d168e6f4a32,1,1,1.0
280fcfd8-c21c-507b-a682-1d38d5229047,1,1,1.0
2845e2f4-5105-5aef-95b6-8b348d858159,2,5,0.4
284e441f-7d88-4d71-8194-28f94c0d0567,4,10,0.4
28570650-3565-57f9-8eef-234eacb351be,2,2,1.0
285a9581-d87b-4ad2-a81f-6d6e0d818737,7,17,0.41176470588235292
285f9f55-d08c-587b-b7a8-f5bc5bfc44bc,1,1,1.0
28d9d162-7b8f-5f61-97e8-c746de9d465e,4,4,1.0
28dc445a-8eb2-59c0-a604-83e59ef53ce4,1,1,1.0
28e649e0-3bc1-44c0-9660-c9e369ab9008,24,64,0.375
28f01db6-1adc-5e84-867a-43e22c83be9a,1,2,0.5
28fffa7e-3a10-5e86-a65b-813f020ed9a3,2,2,1.0
291bcb76-742d-536b-bd70-9133ce947234,1,1,1.0
